Id,Title,Description,URL,Timestamp
1,"Tesla’s keyless entry vulnerable to spoofing attack, researchers find","Researchers at KU Leuven have figured out a way to spoof Tesla’s key fob system, letting an attacker steal a Tesla Model S simply by walking past the owner and cloning his key.",https://www.theverge.com/2018/9/10/17842136/tesla-key-fob-hack-theft-spoofing-relay,2018-09-10T21:05:34Z
2,"Dow Jones, S&P 500, Nasdaq: „Steuerreform 2.0“ macht Investoren „happy“",US-Anleger hoffen durch eine Reform des Steuerrechts auf satte Unternehmensgewinne. Mögliche weitere US-Strafzölle gegen China drücken jedoch die Stimmung.,https://www.handelsblatt.com/finanzen/maerkte/marktberichte/dow-jones-sundp-500-nasdaq-steuerreform-2-0-macht-investoren-happy/23018686.html,2018-09-10T21:03:49Z
3,Tesla Model 3 Performance achieves record 0-60 mph acceleration of 3.13 secs with new wheels & tires,Tesla Model 3 Performance owners are still experimenting with the performance of their new electric vehicles. An owner has now achieved a new record 0-60 mph acceleration of 3.13 secs with new wheels and tires. more…,https://electrek.co/2018/09/10/tesla-model-3-performance-new-record-0-60-mph-acceleration-wheels-tires/,2018-09-10T21:01:52Z
4,Top tech guru calls for a complete overhaul of Tesla's board,"Loup Ventures' Gene Munster calls for a complete overhaul of Tesla's board. Is Musk hurting Tesla? With CNBC's Melissa Lee and the Fast Money traders, Tim Seymour, Brian Kelly, Steve Grasso and Guy Adami.",https://www.cnbc.com/video/2018/09/10/top-tech-guru-calls-complete-overhaul-teslas-board.html,2018-09-10T21:00:00Z
5,"Gene Munster: If Tesla doesn't overhaul the board right now, it could spell the end for the company",Loup Ventures founder Gene Munster calls for an overhaul of Tesla's board in order to save the company.,https://www.cnbc.com/2018/09/10/gene-munster-tesla-must-overhaul-board-right-now.html,2018-09-10T20:59:00Z
6,Wall Street tente un rebond et finit en ordre dispersé,"La Bourse de New York a termine sur une note contrastee lundi, les investisseurs hesitant sur la direction a suivre apres plusieurs seances chahutees...",http://www.lepoint.fr/economie/wall-street-tente-un-rebond-et-finit-en-ordre-disperse-10-09-2018-2250128_28.php,2018-09-10T20:57:00Z
7,Wall Street tente un rebond et finit en ordre dispersé,"New York - La Bourse de New York a terminé sur une note contrastée lundi, les investisseurs hésitant sur la direction à suivre après plusieurs séances chahutées et en attendant une série de données sur la santé de l'économie américaine.",https://lexpansion.lexpress.fr/actualites/1/actualite-economique/wall-street-tente-un-rebond-et-finit-en-ordre-disperse_2034615.html,2018-09-10T20:55:57Z
8,A group of researchers showed how a Tesla Model S can be hacked and stolen in seconds using only $600 worth of equipment (TSLA),A Raspberry Pi mini-computer. Alphr. Researchers from KU Leuven university in Belgium demonstrated that hackers can secretly clone the key fob of a Tesla Model S and steal the car within seconds — and with only $600 worth of simple computing and radio equipme…,http://uk.businessinsider.com/tesla-model-s-could-be-hacked-stolen-600-dollars-equipment-2018-9,2018-09-10T20:55:00Z
9,Why this Audi will easily navigate toll roads,Audi is giving its upcoming e-tron electric crossover an extra blanket of convenience with a toll payment technology that will be compatible with certain toll roads in the U.S. and Canada.,http://www.autonews.com/article/20180910/OEM/180919929/e-tron-cross-over-toll-technology,2018-09-10T20:54:33Z
10,Microsoft details for the first time how it classifies Windows security bugs,The Microsoft Security Response Center publishes two documents detailing internal procedures used by its staff to prioritize and classify security bugs.,https://www.zdnet.com/article/microsoft-details-for-the-first-time-how-it-classifies-windows-security-bugs/,2018-09-10T20:46:00Z
